APPCH:010,A,R17,AGPOT,AGPOT,FO,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,1680,T010,+,04200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R17,MILTU,MILTU,FO,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R17,MILTU,AGPOT,FO,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R17,PISLU,PISLU,FO,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R17,PISLU,AGPOT,FO,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,R,R17, ,AGPOT,FO,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,R,R17, ,GM501,FO,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1680,0050, ,03100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R17, ,RW17,FO,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1680,0087, ,00328,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R17, ,GM502,FO,P,C,EYM , ,010,CF, ,FRV,FO,D, ,      ,2646,1433,1680,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R17, ,MILTU,FO,P,C,EE  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R35,EPODA,EPODA,FO,P,C,EE C,L,010,HF, , , , , ,      ,    ,    ,3480,T010,+,03100,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R35,KIVRU,KIVRU,FO,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R35,KIVRU,EPODA,FO,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R35,RUTLA,RUTLA,FO,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R35,RUTLA,EPODA,FO,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,R,R35, ,EPODA,FO,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,R,R35, ,GM503,FO,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3480,0050, ,03100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R35, ,RW35,FO,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3480,0087, ,00332,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R35, ,GM504,FO,P,C,EYM , ,010,CF, ,FRV,FO,D, ,      ,2682,1446,3480,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R35, ,KIVRU,FO,P,C,EE  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     ,-,230,    ,   , , , , , ,B,J,S;
RWY:RW17 ,     ,      ,00279, ,    , ,   ;S01501338,E011031733,0000;
RWY:RW35 ,     ,      ,00283, ,    , ,   ;S01511053,E011033000,0000;
