APPCH:010,A,N20,YCY,YCY,CY,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N20,YCY,YCY,CY,D,B,E   ,R,   ,PI, ,YCY,CY,D,B,      ,0000,0000,344T,0100,+,01600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N20,YCY,FF20,CY,P,C,EE  , ,   ,CF, ,YCY,CY,D,B,      ,0290,0050,209T,0050,+,01600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N20, ,FF20,CY,P,C,E  F, ,   ,IF, ,YCY,CY,D,B,      ,    ,    ,    ,    ,+,01600,     ,18000, ,   ,    ,   ,YCY,CY,D,B, ,0, ,S;
APPCH:030,N,N20, ,RW20,CY,P,G,G  M, ,   ,CF, ,YCY,CY,D,B,      ,    ,    ,209T,0046, ,00137,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N20, ,YCY,CY,D,B,EYM , ,   ,CF, ,YCY,CY,D,B,      ,0000,0000,209T,0004, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N20, , , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,211T,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N20, ,YCY,CY,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,N,N20, ,YCY,CY,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,209T,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,R02-Z,OMTIG,OMTIG,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R02-Z,OMTIG,RADES,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,200,    ,   , , , , , ,A,J,S;
APPCH:010,A,R02-Z,XUKEK,XUKEK,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R02-Z,XUKEK,RADES,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,200,    ,   , , , , , ,A,J,S;
APPCH:010,R,R02-Z, ,RADES,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,18000,-,200,    ,   , , , , , ,A,J,S;
APPCH:015,R,R02-Z, ,PIGTU,CY,P,C,E S , ,010,TF, , , , , ,      ,    ,    ,033T,0040,+,03340,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R02-Z, ,NOTAN,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,033T,0020,+,02600,     ,     , ,   ,-350,   , , , , , ,A,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
