SID:010,2,BIDR5T,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3410,    ,+,02220,     ,     , ,   ,    ,   ,JHG,ZP,D, , , , , ;
SID:020,2,BIDR5T,RW34,BNN,ZP,D, ,V   , ,   ,FA, ,BNN,ZP,D, ,      ,0000,0000,3480,    ,+,05420,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BIDR5T,RW34, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0670,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BIDR5T,RW34,BIDRU,ZP,E,A,EEC , ,   ,CF, ,JHG,ZP,D, ,      ,0074,0401,0070,0360, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BIDR6U,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1610,    ,+,04930,     ,     , ,   ,    ,   ,JHG,ZP,D, , , , , ;
SID:020,2,BIDR6U,RW16,JHG,ZP,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,BIDR6U,RW16,BIDRU,ZP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIDR7W,RW34,JH422,ZP,P,C,EY  , ,010,CF, ,JHG,ZP,D, ,      ,2562,0081,3410,0030, ,     ,     ,     , ,   ,    ,   ,ZPJH,ZP,P,A, , , , ;
SID:020,5,BIDR7W,RW34, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3480,    ,+,05420,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BIDR7W,RW34,JH810,ZP,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BIDR7W,RW34,BIDRU,ZP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIDR8X,RW16,JH401,ZP,P,C,E   , ,010,CF, ,JHG,ZP,D, ,      ,1935,0150,1610,0110,+,05060,     ,     , ,   ,    ,   ,ZPJH,ZP,P,A, , , , ;
SID:020,5,BIDR8X,RW16,JH405,ZP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,BIDR8X,RW16,JH406,ZP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BIDR8X,RW16,BIDRU,ZP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIDR9Y,RW16,JH401,ZP,P,C,E   , ,010,CF, ,JHG,ZP,D, ,      ,1935,0150,1610,0110,+,05060,     ,     , ,   ,    ,   ,ZPJH,ZP,P,A, , , , ;
SID:020,5,BIDR9Y,RW16,JH402,ZP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,BIDR9Y,RW16,JH811,ZP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BIDR9Y,RW16,BIDRU,ZP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GUKR5T,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3410,    ,+,02220,     ,     , ,   ,    ,   ,JHG,ZP,D, , , , , ;
SID:020,2,GUKR5T,RW34,BNN,ZP,D, ,V   , ,   ,FA, ,BNN,ZP,D, ,      ,0000,0000,3480,    ,+,05420,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GUKR5T,RW34,JHG,ZP,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,2,GUKR5T,RW34,GUKRU,ZP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GUKR6U,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1610,    ,+,04930,     ,     , ,   ,    ,   ,JHG,ZP,D, , , , , ;
SID:020,2,GUKR6U,RW16, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0370,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,GUKR6U,RW16,GUKRU,ZP,E,A,EEC , ,   ,CF, ,JHG,ZP,D, ,      ,1090,0249,0970,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GUKR7W,RW34,JH422,ZP,P,C,EY  , ,010,CF, ,JHG,ZP,D, ,      ,2562,0081,3410,0030, ,     ,     ,     , ,   ,    ,   ,ZPJH,ZP,P,A, , , , ;
SID:020,5,GUKR7W,RW34, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3480,    ,+,05420,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GUKR7W,RW34,GUKRU,ZP,E,A,EEC ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GUKR9Y,RW16,JH401,ZP,P,C,E   , ,010,CF, ,JHG,ZP,D, ,      ,1935,0150,1610,0110,+,05060,     ,     , ,   ,    ,   ,ZPJH,ZP,P,A, , , , ;
SID:020,5,GUKR9Y,RW16,JH402,ZP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,GUKR9Y,RW16,GUKRU,ZP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BIDR0F,RW34,BIDRU,ZP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15700, ,   ,    ,   ,JHG,ZP,D, , , , , ;
STAR:020,2,BIDR0F,RW34,JHG,ZP,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09850,     ,     ,-,205,    ,   , , , , , , , , ;
STAR:010,2,BIDR1E,RW16,BIDRU,ZP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15700, ,   ,    ,   ,JHG,ZP,D, , , , , ;
STAR:020,2,BIDR1E,RW16,D007Q,ZP,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09850,     ,     ,-,205,    ,   , , , , , , , , ;
STAR:010,2,GUKR0F,RW34,GUKRU,ZP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15700, ,   ,    ,   ,JHG,ZP,D, , , , , ;
STAR:020,2,GUKR0F,RW34,JHG,ZP,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09850,     ,     ,-,205,    ,   , , , , , , , , ;
STAR:010,2,GUKR1E,RW16,GUKRU,ZP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15700, ,   ,    ,   ,JHG,ZP,D, , , , , ;
STAR:020,2,GUKR1E,RW16,JHG,ZP,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,GUKR1E,RW16,D333M,ZP,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     ,-,205,    ,   , , , , , , , , ;
STAR:010,2,GUKRH0,RW34,GUKRU,ZP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15700, ,   ,    ,   ,JHG,ZP,D, , , , , ;
STAR:020,2,GUKRH0,RW34,D109J,ZP,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09850,     ,     ,-,205,    ,   , , , , , , , , ;
APPCH:010,A,D16,D007Q,D007Q,ZP,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09850,     ,15700,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D16,D007Q, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2050,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D16,D007Q,D354U,ZP,P,C,E   ,L,   ,AF, ,BNN,ZP,D, ,      ,3540,0210,0250,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D16,D007Q,CD16,ZP,P,C,EE  , ,   ,CF, ,BNN,ZP,D, ,      ,3480,0190,1680,0020,+,07220,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D16,D333M,D333M,ZP,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,15700,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D16,D333M,D333M,ZP,P,C,E   , ,   ,FD, ,JHG,ZP,D, ,      ,3330,0125,3330,0170, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D16,D333M,D354U,ZP,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D16,D333M,CD16,ZP,P,C,EE  ,L,   ,CF,Y,BNN,ZP,D, ,      ,3480,0190,1680,0020,+,07220,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D16, ,CD16,ZP,P,C,E  I, ,   ,IF, ,BNN,ZP,D, ,      ,3480,0190,    ,    ,+,07220,     ,15700, ,   ,    ,   , , , , , ,0, ,S;
APPCH:015,D,D16, ,VOR14,ZP,P,C,E S , ,   ,CF, ,BNN,ZP,D, ,      ,3480,0138,1680,0052,+,06240,     ,     , ,   ,    ,   , , , , , ,0, ,S;
