SID:010,1,HOUBA1,RW10, , , , ,    , ,   ,CD, ,GFT,RJ,D, ,      ,    ,    ,1000,0070, ,     ,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,HOUBA1,RW10, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,HOUBA1,RW10,HOUBA,RJ,E,A,EE  , ,   ,CF, ,GFT,RJ,D, ,      ,0453,0300,0450,0170,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,HOUBA1,RW28, , , , ,    , ,   ,CD, ,GFT,RJ,D, ,      ,    ,    ,2800,0060, ,     ,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,HOUBA1,RW28, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,HOUBA1,RW28,HOUBA,RJ,E,A,EE  , ,   ,CF, ,GFT,RJ,D, ,      ,0453,0300,0450,0240,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,HOUBA1,GTC,HOUBA,RJ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,3,HOUBA1,GTC,STRAW,RJ,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,HOUBA1,GTC,KROBE,RJ,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,HOUBA1,GTC,GTC,RJ,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IBUKI1,RW10, , , , ,    , ,   ,CD, ,GFT,RJ,D, ,      ,    ,    ,1000,0070, ,     ,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,IBUKI1,RW10, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,IBUKI1,RW10,IBUKI,RJ,E,A,EE  , ,   ,CF, ,GFT,RJ,D, ,      ,3090,0228,3090,0200,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IBUKI1,RW28, , , , ,    , ,   ,CD, ,GFT,RJ,D, ,      ,    ,    ,2800,0060, ,     ,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,IBUKI1,RW28, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3540,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
