APPCH:010,A,R09,BUKNO,BUKNO,GO,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,BUKNO,NUMEK,GO,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,A,R09,EMRIL,EMRIL,GO,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,EMRIL,NUMEK,GO,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,R,R09, ,NUMEK,GO,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,R,R09, ,GG501,GO,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0940,0050, ,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R09, ,RW09,GO,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0940,0059, ,00112,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R09, ,GG502,GO,P,C,EYM , ,010,CF, ,BJ,GB,D, ,      ,1566,0534,0940,0050, ,     ,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:050,R,R09, ,EMRIL,GO,P,C,EE H,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,BUDSO,BUDSO,GO,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,BUDSO,KOSUD,GO,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,METOB,METOB,GO,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,METOB,KOSUD,GO,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,R,R27, ,KOSUD,GO,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,R,R27, ,GG503,GO,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2740,0050, ,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R27, ,RW27,GO,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2740,0059, ,00128,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R27, ,GG504,GO,P,C,EYM , ,010,CF, ,BJ,GB,D, ,      ,1657,0500,2740,0050, ,     ,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:050,R,R27, ,METOB,GO,P,C,EE H,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,A,V09,ZG,ZG,GO,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,V09,ZG,ZG,GO,D, ,VY  , ,   ,FC, ,ZG,GO,D, ,      ,0000,0000,2880,0105,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,V09,ZG,FV09,GO,P,C,EE  ,L,   ,CF,Y,ZG,GO,D, ,      ,2710,0071,0910,0040,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,V,V09, ,FV09,GO,P,C,E  F, ,   ,IF, ,ZG,GO,D, ,      ,2710,0071,    ,    ,+,02000,     ,     , ,   ,    ,   ,ZG,GO,D, , ,0, ,S;
APPCH:030,V,V09, ,RW09,GO,P,G,G  M, ,   ,CF, ,ZG,GO,D, ,      ,2697,0012,0910,0059, ,00112,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,V,V09, ,ZG,GO,D, ,VYM , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,V,V09, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,V,V09, ,ZG,GO,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     ,-,220,    ,   , , , , , ,0, ,S;
APPCH:010,A,V27,ZG,ZG,GO,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,V27,ZG,ZG,GO,D, ,VY  , ,   ,FC, ,ZG,GO,D, ,      ,0000,0000,1210,0088,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,V27,ZG,FV27,GO,P,C,EE  ,L,   ,CF,Y,ZG,GO,D, ,      ,1010,0058,2810,0030,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,V,V27, ,FV27,GO,P,C,E  F, ,   ,IF, ,ZG,GO,D, ,      ,1010,0058,    ,    ,+,02000,     ,     , ,   ,    ,   ,ZG,GO,D, , ,0, ,S;
APPCH:030,V,V27, ,ZG,GO,D, ,V  M, ,   ,CF, ,ZG,GO,D, ,      ,0000,0000,2810,0058, ,00168,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,V,V27, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2810,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,V,V27, ,ZG,GO,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     ,-,220,    ,   , , , , , ,0, ,S;
RWY:RW09 ,+0250,      ,00063, ,    , ,   ;N12331911,W016173518,0000;
RWY:RW27 ,     ,      ,00079, ,    , ,   ;N12332163,W016162931,0000;
