SID:010,5,ADRE1L,RW17,BC650,LI,P,C,EY  , ,010,CF, ,CDC,LI,D, ,      ,0783,0356,1640,0095,+,03400,     ,06000,-,220,    ,   ,LIBC,LI,P,A, , , , ;
SID:020,5,ADRE1L,RW17,BC651,LI,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,ADRE1L,RW17,ADREN,LI,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADRE1W,RW35,BC504,LI,P,C,EY  , ,010,CF, ,CDC,LI,D, ,      ,0549,0377,3440,0044, ,     ,     ,06000,-,220,    ,   ,LIBC,LI,P,A, , , , ;
SID:020,5,ADRE1W,RW35,BC662,LI,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,ADRE1W,RW35,ADREN,LI,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADRE9D,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3450,    ,+,00930,     ,06000, ,   ,    ,   ,CRN,LI,D, , , , , ;
SID:020,2,ADRE9D,RW35,CRN,LI,D, ,V   , ,   ,FD, ,CRN,LI,D, ,      ,0000,0000,3420,0050,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADRE9D,RW35, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1330,    ,+,FL080,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,2,ADRE9D,RW35,D103T,LI,P,C,E   , ,   ,CF, ,CRN,LI,D, ,      ,1030,0200,1030,0080,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ADRE9D,RW35,ADREN,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADRE9G,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1650,    ,+,00930,     ,06000, ,   ,    ,   ,CRN,LI,D, , , , , ;
SID:020,2,ADRE9G,RW17,CRN,LI,D, ,V   , ,   ,FD, ,CRN,LI,D, ,      ,0000,0000,1720,0050,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADRE9G,RW17, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0730,    ,+,FL080,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,2,ADRE9G,RW17,D103T,LI,P,C,E   , ,   ,CF, ,CRN,LI,D, ,      ,1030,0200,1030,0070,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ADRE9G,RW17,ADREN,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,APVA1D,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3450,    ,+,00930,     ,06000, ,   ,    ,   ,CRN,LI,D, , , , , ;
SID:020,2,APVA1D,RW35,CRN,LI,D, ,V   , ,   ,FD, ,CRN,LI,D, ,      ,0000,0000,3420,0050,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,APVA1D,RW35,CRN,LI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:035,2,APVA1D,RW35,D269K,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,APVA1D,RW35,CRN35,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,APVA1D,RW35,APVAR,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,APVA1G,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1650,    ,+,00930,     ,06000, ,   ,    ,   ,CRN,LI,D, , , , , ;
SID:020,2,APVA1G,RW17,CRN,LI,D, ,V   , ,   ,FD, ,CRN,LI,D, ,      ,0000,0000,1720,0050,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,APVA1G,RW17,CRN,LI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,APVA1G,RW17,D269K,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,APVA1G,RW17,CRN35,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,APVA1G,RW17,APVAR,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,APVA1L,RW17,BC408,LI,P,C,EY  , ,010,CF, ,CDC,LI,D, ,      ,0751,0355,1640,0075,+,03000,     ,06000,-,220,    ,   ,LIBC,LI,P,A, , , , ;
SID:020,5,APVA1L,RW17,CRN,LI,D, ,V   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,APVA1L,RW17,BC653,LI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,APVA1L,RW17,APVAR,LI,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,APVA1W,RW35,BC504,LI,P,C,EY  , ,010,CF, ,CDC,LI,D, ,      ,0549,0377,3440,0044, ,     ,     ,06000,-,220,    ,   ,LIBC,LI,P,A, , , , ;
SID:020,5,APVA1W,RW35,BC663,LI,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,APVA1W,RW35,BC653,LI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,APVA1W,RW35,APVAR,LI,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CDC2L,RW17,BC408,LI,P,C,E   , ,010,CF, ,CDC,LI,D, ,      ,0751,0355,1640,0075,+,03000,     ,06000,-,220,    ,   ,LIBC,LI,P,A, , , , ;
SID:020,5,CDC2L,RW17,CDC,LI,D, ,VE  ,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,220,    ,   , , , , , , , , ;
SID:010,5,CDC2W,RW35,BC504,LI,P,C,EY  , ,010,CF, ,CDC,LI,D, ,      ,0549,0377,3440,0044, ,     ,     ,06000,-,220,    ,   ,LIBC,LI,P,A, , , , ;
SID:020,5,CDC2W,RW35,BC801,LI,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,CDC2W,RW35,CDC,LI,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
