SID:010,2,KORO1F,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3500,    ,+,00450,     ,08000, ,   ,    ,   ,SKS,LG,D, , , , , ;
SID:020,2,KORO1F,RW35,D335K,LG,P,C,EY  , ,   ,CF, ,SKS,LG,D, ,      ,3350,0110,3350,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KORO1F,RW35, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1330,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,KORO1F,RW35,D049N,LG,P,C,E C , ,   ,CF, ,SKS,LG,D, ,      ,0489,0140,0880,0090,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KORO1F,RW35,KOROS,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KORO1G,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3500,    ,+,00450,     ,08000, ,   ,    ,   ,SKS,LG,D, , , , , ;
SID:020,2,KORO1G,RW35,D335G,LG,P,C,EY  , ,   ,CF, ,SKS,LG,D, ,      ,3350,0070,3350,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KORO1G,RW35,SKS,LG,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06700,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,KORO1G,RW35,D111J,LG,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KORO1G,RW35,D091Q,LG,P,C,E C , ,   ,CF, ,SKS,LG,D, ,      ,0909,0172,0560,0090, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:060,2,KORO1G,RW35,KOROS,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
