SID:010,5,OGNUM2,RW18, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1790,    ,+,03500,     ,10000,-,240,    ,   ,MLV,SP,D, , , , , ;
SID:020,5,OGNUM2,RW18,MLV,SP,D, ,V   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,OGNUM2,RW18,ASEMO,SP,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,OGNUM2,RW18,OGNUM,SP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,BODET3,RW36,BODET,SP,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   ,MLV,SP,D, , , , , ;
STAR:020,5,BODET3,RW36,WT100,SP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BODET3,RW36,WT105,SP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,BODET3,RW36,WT106,SP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,BODET3,RW36,DEXAM,SP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D36,DEXAM,DEXAM,SP,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36,DEXAM,AKVIR,SP,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D36, ,AKVIR,SP,P,C,E CI, ,   ,IF, ,MLV,SP,D, ,      ,1796,0102,    ,    ,+,04100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D36, ,EKESI,SP,P,C,E CF, ,   ,CF, ,MLV,SP,D, ,      ,1800,0053,3600,0050,+,02900,     ,     , ,   ,    ,   ,MLV,SP,D, , ,0, ,S;
APPCH:025,D,D36, ,31VOR,SP,P,C,E S , ,   ,CF, ,MLV,SP,D, ,      ,1800,0031,3600,0022,+,02220,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D36, ,RW36,SP,P,G,G  M, ,   ,CF, ,MLV,SP,D, ,      ,1962,0002,3600,0029, ,01301,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D36, ,MLV,SP,D, ,V M , ,   ,CF, ,MLV,SP,D, ,      ,0000,0000,3600,0002, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D36, , , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3600,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D36, ,AKVIR,SP,P,C,EECH,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I36,DEXAM,DEXAM,SP,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36,DEXAM,AKVIR,SP,P,C,EECH, ,   ,CF, ,IMLV,SP,P,I,      ,1792,0111,0860,0060,+,04100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I36, ,AKVIR,SP,P,C,E CI, ,   ,IF, ,IMLV,SP,P,I,      ,1792,0111,    ,    ,J,04100,02900,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I36, ,EKESI,SP,P,C,E CF, ,   ,CF, ,IMLV,SP,P,I,      ,1793,0061,3590,0050,H,02900,02900,     , ,   ,-300,   ,MLV,SP,D, , ,0,D,S;
APPCH:030,I,I36, ,RW36,SP,P,G,G  M, ,   ,CF, ,IMLV,SP,P,I,      ,1793,0011,3590,0050, ,01301,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I36, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,3590,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I36, ,AKVIR,SP,P,C,EECH,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
RWY:RW18 ,     ,      ,01256, ,    , ,   ;S11505120,W072562530,0000;
RWY:RW36 ,     ,      ,01251, ,IMLV,1,   ;S11514439,W072561795,0000;
