SID:010,5,ADPA1D,RW05,NB597,YM,P,C,EY  , ,010,CF, ,CB,YM,D, ,      ,0310,1164,0470,0030, ,     ,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,5,ADPA1D,RW05,NB598,YM,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,ADPA1D,RW05,NB599,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADPA1D,RW05,ADPAV,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADPA1D,RW05,ADPAV,YM,E,A,EE  , ,010,FM, ,CB,YM,D, ,      ,0392,1087,1500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BENB1D,RW05,NB505,YM,P,C,E   , ,010,CF, ,CB,YM,D, ,      ,0311,1169,0470,0040, ,     ,     ,10000,-,205,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,4,BENB1D,RW05,NB506,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BENB1D,RW05,NB507,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,4,BENB1D,RW05,NB508,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,4,BENB1D,RW05,NB509,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BENB1D,RW05,DUBSU,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,BENB1D,RW05,BENBU,YB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BENB1D,RW23,NB523,YM,E,A,E   , ,010,CF, ,CB,YM,D, ,      ,0293,1064,2270,0060, ,     ,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,4,BENB1D,RW23,NB524,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,260,    ,   , , , , , , , , ;
SID:030,4,BENB1D,RW23,NB525,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,05000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BENB1D,RW23,NB526,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,06000,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BENB1D,RW23,DUBSU,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BENB1D,RW23,BENBU,YB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BENB1N,RW05, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0470,    ,+,00800,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,4,BENB1N,RW05,NB504,YM,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,BENB1N,RW05,NB508,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BENB1N,RW05,BENBU,YB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BENB1N,RW23,NB523,YM,E,A,E   , ,010,CF, ,CB,YM,D, ,      ,0293,1064,2270,0060, ,     ,     ,10000,-,265,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,4,BENB1N,RW23,NB524,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,280,    ,   , , , , , , , , ;
SID:030,4,BENB1N,RW23,NB525,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BENB1N,RW23,NB526,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BENB1N,RW23,DUBSU,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BENB1N,RW23,BENBU,YB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BENB1Q,RW23, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2270,    ,+,00800,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,5,BENB1Q,RW23,MIKOM,YM,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,BENB1Q,RW23,NB503,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BENB1Q,RW23,BENBU,YB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ENDE1N,RW05, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0470,    ,+,00800,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,4,ENDE1N,RW05,MIKOM,YM,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,260,    ,   , , , , , , , , ;
SID:030,4,ENDE1N,RW05,NB519,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,265,    ,   , , , , , , , , ;
SID:040,4,ENDE1N,RW05,NB520,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ENDE1N,RW05,NB539,YM,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ENDE1N,RW23,NB523,YM,E,A,E   , ,010,CF, ,CB,YM,D, ,      ,0293,1064,2270,0060, ,     ,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,4,ENDE1N,RW23,DAMTU,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,265,    ,   , , , , , , , , ;
SID:030,4,ENDE1N,RW23,NB538,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,270,    ,   , , , , , , , , ;
SID:040,4,ENDE1N,RW23,NB539,YM,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ENDE1N, ,NB539,YM,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,5,ENDE1N, ,ENDEV,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ENDE1N,CAWLY,ENDEV,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,6,ENDE1N,CAWLY,CAWLY,YB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ENDE1N,EVONN,ENDEV,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,6,ENDE1N,EVONN,EVONN,YB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ENDE1N,OPTIC,ENDEV,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,6,ENDE1N,OPTIC,OPTIC,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ENDE1Q,RW23, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2270,    ,+,00800,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,5,ENDE1Q,RW23,NB501,YM,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,ENDE1Q,RW23,NB502,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ENDE1Q,RW23,NB539,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ENDE1Q,RW23,ENDEV,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ENDE1Q,CAWLY,ENDEV,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,6,ENDE1Q,CAWLY,CAWLY,YB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ENDE1Q,DIPSO,ENDEV,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,YSWS,YM,P,A, , , , ;
SID:020,6,ENDE1Q,DIPSO,DIPSO,YB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
