APPCH:010,A,D02-Z,D001H,D001H,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D02-Z,D001H,EN022,SG,P,C,EECB,L,   ,AF, ,VEN,SG,D, ,      ,2146,0080,0010,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D02-Z,D046H,D046H,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D02-Z,D046H,EN022,SG,P,C,EECB,R,   ,AF, ,VEN,SG,D, ,      ,2146,0080,0460,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D02-Z,D091H,D091H,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D02-Z,D091H,EN022,SG,P,C,EECB,R,   ,AF, ,VEN,SG,D, ,      ,2146,0080,0910,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D02-Z,D136H,D136H,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D02-Z,D136H,EN022,SG,P,C,EECB,R,   ,AF, ,VEN,SG,D, ,      ,2146,0080,1360,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D02-Z,D181H,D181H,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D02-Z,D181H,EN022,SG,P,C,EECB,R,   ,AF, ,VEN,SG,D, ,      ,2146,0080,1810,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D02-Z,D271H,D271H,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D02-Z,D271H,EN022,SG,P,C,EECB,L,   ,AF, ,VEN,SG,D, ,      ,2146,0080,2710,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D02-Z,D316H,D316H,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D02-Z,D316H,EN022,SG,P,C,EECB,L,   ,AF, ,VEN,SG,D, ,      ,2146,0080,3160,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D02-Z, ,EN022,SG,P,C,E CI, ,   ,IF, ,VEN,SG,D, ,      ,2146,0080,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
