SID:010,5,ABBEY3,RW16L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1550,    ,+,00500,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,5,ABBEY3,RW16L, , , , ,    , ,010,CI, , , , , ,      ,    ,    ,1000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ABBEY3,RW16L,KEVIN,YM,P,C,EY  , ,010,CF, ,CB,YM,D, ,      ,0461,1276,1280,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ABBEY3,RW16L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1280,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ABBEY3,RW16L,JULIA,YM,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ABBEY3,RW16L,ABBEY,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ABBEY3,RW16L,WOL,YM,D,B,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANKUB1,RW07, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0620,    ,+,00600,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,4,ANKUB1,RW07, , , , ,    , ,010,VM, , , , , ,      ,    ,    ,0620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANKUB1,RW07,ANKUB,YM,E,A,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANKUB1,RW16L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1550,    ,+,00500,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,4,ANKUB1,RW16L, , , , ,    , ,010,VM, , , , , ,      ,    ,    ,1550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANKUB1,RW16L,ANKUB,YM,E,A,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANKUB1,RW16R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1550,    ,+,00600,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,4,ANKUB1,RW16R, , , , ,    , ,010,VM, , , , , ,      ,    ,    ,1550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANKUB1,RW16R,ANKUB,YM,E,A,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANKUB1,RW25, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2420,    ,+,00800,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,4,ANKUB1,RW25, , , , ,    , ,010,VM, , , , , ,      ,    ,    ,2420,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANKUB1,RW25,ANKUB,YM,E,A,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANKUB1,RW34L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3350,    ,+,00600,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,4,ANKUB1,RW34L, , , , ,    , ,010,VM, , , , , ,      ,    ,    ,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANKUB1,RW34L,ANKUB,YM,E,A,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANKUB1,RW34R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3350,    ,+,00500,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,4,ANKUB1,RW34R, , , , ,    , ,010,VM, , , , , ,      ,    ,    ,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANKUB1,RW34R,ANKUB,YM,E,A,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANKUB1,BENBU,ANKUB,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,6,ANKUB1,BENBU,IKORO,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ANKUB1,BENBU,NB523,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ANKUB1,BENBU,NB524,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,270,    ,   , , , , , , , , ;
SID:050,6,ANKUB1,BENBU,NB525,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,ANKUB1,BENBU,NB526,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,ANKUB1,BENBU,DUBSU,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,6,ANKUB1,BENBU,BENBU,YB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANKUB1,KADOM,ANKUB,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,6,ANKUB1,KADOM,IKORO,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ANKUB1,KADOM,NB523,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ANKUB1,KADOM,NB524,YM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,270,    ,   , , , , , , , , ;
SID:050,6,ANKUB1,KADOM,NB540,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,ANKUB1,KADOM,KADOM,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AVMOV1,RW25, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2420,    ,+,01500,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,4,AVMOV1,RW25,SS500,YM,P,C,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AVMOV1,RW34L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3350,    ,+,00800,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,4,AVMOV1,RW34L,SS500,YM,P,C,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AVMOV1, ,SS500,YM,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,5,AVMOV1, ,SS504,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,260,    ,   , , , , , , , , ;
SID:030,5,AVMOV1, ,OGESO,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVMOV1, ,AVMOV,YM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,AVMOV1,CAWLY,AVMOV,YM,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,YSSY,YM,P,A, , , , ;
SID:020,6,AVMOV1,CAWLY,MANFA,YM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
