SID:010,2,BULO1E,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0800,    ,+,01900,     ,10000, ,   ,    ,   ,ARK,UA,D, , , , , ;
SID:020,2,BULO1E,RW08, , , , ,    , ,   ,CD, ,ARK,UA,D, ,      ,    ,    ,0800,0015, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BULO1E,RW08, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2860,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BULO1E,RW08,BULOG,UA,E,A,EEC , ,   ,CF, ,ARK,UA,D, ,      ,2458,0403,2450,0370,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BULO1F,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2600,    ,+,02300,     ,10000, ,   ,    ,   ,ARK,UA,D, , , , , ;
SID:020,2,BULO1F,RW26, , , , ,    , ,   ,CD, ,ARK,UA,D, ,      ,    ,    ,2600,0075, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BULO1F,RW26,BULOG,UA,E,A,EEC , ,   ,CF, ,ARK,UA,D, ,      ,2458,0403,2450,0330,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BULO1G,RW08,UR100,UA,P,C,EY  , ,010,CF, ,ARK,UA,D, ,      ,0799,0011,0800,0031,+,01900,     ,10000, ,   ,    ,   ,UAUR,UA,P,A, , , , ;
SID:020,5,BULO1G,RW08,BULOG,UA,E,A,EEC ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BULO1H,RW26,UR200,UA,P,C,EY  , ,010,CF, ,ARK,UA,D, ,      ,2610,0074,2600,0041,+,02200,     ,10000, ,   ,    ,   ,UAUR,UA,P,A, , , , ;
SID:020,5,BULO1H,RW26,BULOG,UA,E,A,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IRLE1E,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0800,    ,+,01900,     ,10000, ,   ,    ,   ,ARK,UA,D, , , , , ;
SID:020,2,IRLE1E,RW08, , , , ,    , ,   ,CD, ,ARK,UA,D, ,      ,    ,    ,0800,0015, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IRLE1E,RW08, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,3370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IRLE1E,RW08,IRLEM,UA,E,A,EE  , ,   ,CF, ,ARK,UA,D, ,      ,0172,0392,0170,0350,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IRLE1F,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2600,    ,+,02300,     ,10000, ,   ,    ,   ,ARK,UA,D, , , , , ;
SID:020,2,IRLE1F,RW26, , , , ,    , ,   ,CD, ,ARK,UA,D, ,      ,    ,    ,2600,0075, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IRLE1F,RW26, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IRLE1F,RW26,IRLEM,UA,E,A,EE  , ,   ,CF, ,ARK,UA,D, ,      ,0172,0392,0170,0310,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IRLE1G,RW08,UR100,UA,P,C,EY  , ,010,CF, ,ARK,UA,D, ,      ,0799,0011,0800,0031,+,01900,     ,10000, ,   ,    ,   ,UAUR,UA,P,A, , , , ;
SID:020,5,IRLE1G,RW08,IRLEM,UA,E,A,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IRLE1H,RW26,UR200,UA,P,C,EY  , ,010,CF, ,ARK,UA,D, ,      ,2610,0074,2600,0041,+,02200,     ,10000, ,   ,    ,   ,UAUR,UA,P,A, , , , ;
SID:020,5,IRLE1H,RW26,IRLEM,UA,E,A,EE  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KUSO1E,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0800,    ,+,01900,     ,10000, ,   ,    ,   ,ARK,UA,D, , , , , ;
SID:020,2,KUSO1E,RW08, , , , ,    , ,   ,CD, ,ARK,UA,D, ,      ,    ,    ,0800,0015, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KUSO1E,RW08, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2240,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KUSO1E,RW08,KUSOT,UA,E,A,EEC , ,   ,CF, ,ARK,UA,D, ,      ,2635,0450,2630,0410,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KUSO1F,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2600,    ,+,02300,     ,10000, ,   ,    ,   ,ARK,UA,D, , , , , ;
SID:020,2,KUSO1F,RW26, , , , ,    , ,   ,CD, ,ARK,UA,D, ,      ,    ,    ,2600,0075, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KUSO1F,RW26,KUSOT,UA,E,A,EEC , ,   ,CF, ,ARK,UA,D, ,      ,2635,0450,2630,0380,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KUSO1G,RW08,UR100,UA,P,C,EY  , ,010,CF, ,ARK,UA,D, ,      ,0799,0011,0800,0031,+,01900,     ,10000, ,   ,    ,   ,UAUR,UA,P,A, , , , ;
SID:020,5,KUSO1G,RW08,KUSOT,UA,E,A,EEC ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KUSO1H,RW26,UR200,UA,P,C,EY  , ,010,CF, ,ARK,UA,D, ,      ,2610,0074,2600,0041,+,02200,     ,10000, ,   ,    ,   ,UAUR,UA,P,A, , , , ;
SID:020,5,KUSO1H,RW26,KUSOT,UA,E,A,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SUKU1E,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0800,    ,+,01900,     ,10000, ,   ,    ,   ,ARK,UA,D, , , , , ;
SID:020,2,SUKU1E,RW08, , , , ,    , ,   ,CD, ,ARK,UA,D, ,      ,    ,    ,0800,0015, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SUKU1E,RW08, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2480,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SUKU1E,RW08,SUKUR,UA,E,A,EE  , ,   ,CF, ,ARK,UA,D, ,      ,2079,0437,2080,0390,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SUKU1F,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2600,    ,+,02300,     ,10000, ,   ,    ,   ,ARK,UA,D, , , , , ;
SID:020,2,SUKU1F,RW26, , , , ,    , ,   ,CD, ,ARK,UA,D, ,      ,    ,    ,2600,0075, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
