RWY:RW16 ,-1910,      ,08848, ,    , ,   ;S07074344,W078293828,0000;
RWY:RW34 ,+1910,      ,08758, ,    , ,   ;S07085841,W078290671,0000;
SID:010,0,EOS16,RW16,JR100,SP,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,17000, ,   ,    ,   , , , , , , , , ;
SID:020,0,EOS16,RW16,JR866,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,0,EOS16,RW16,JR542,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,175,    ,   , , , , , , , , ;
SID:040,0,EOS16,RW16,MANPA,SP,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,0,EOS16,RW16,MANPA,SP,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,3590,T010,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,NAXUS1,RW16,JR301,SP,P,C,E   , ,031,DF, , , , , ,      ,    ,    ,    ,    ,+,09900,     ,17000, ,   ,    ,   , , , , , , , , ;
SID:020,1,NAXUS1,RW16,JR302,SP,P,C,E   ,L,031,RF, , , , , ,004759,    ,    ,    ,0023,+,10500,     ,     , ,   ,    ,   ,RJRA1,SP,P,C, , , , ;
SID:030,1,NAXUS1,RW16,JR866,SP,P,C,E   , ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,12500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,NAXUS1,RW16,JR562,SP,P,C,E   ,R,031,RF, , , , , ,008123,    ,    ,    ,0114,+,16000,     ,     , ,   ,    ,   ,RJRA2,SP,P,C, , , , ;
SID:050,1,NAXUS1,RW16,VATES,SP,E,A,E   , ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,NAXUS1,RW16,NAXUS,SP,E,A,EE  , ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BOBU1A,ALL,BOBUG,SP,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,17000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,BOBU1A,ALL,JR548,SP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,BOBU1A,ALL,MANPA,SP,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BOBU1B,ALL,BOBUG,SP,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,17000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,BOBU1B,ALL,JR550,SP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,BOBU1B,ALL,ASDOG,SP,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R34-Z,ASDOG,ASDOG,SP,P,C,EY A, ,031,IF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,17000, ,   ,    ,   , , , , , ,B,R,S;
APPCH:020,A,R34-Z,ASDOG,JR542,SP,P,C,E   , ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,13400,     ,     , ,   ,    ,   , , , , , ,B,R,S;
APPCH:030,A,R34-Z,ASDOG,KALUM,SP,P,C,EE B, ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,12300,     ,     ,-,180,    ,   , , , , , ,B,R,S;
APPCH:010,A,R34-Z,MANPA,MANPA,SP,E,A,E  A, ,031,IF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,17000, ,   ,    ,   , , , , , ,B,R,S;
APPCH:020,A,R34-Z,MANPA,JR120,SP,P,C,E   , ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,13400,     ,     , ,   ,    ,   , , , , , ,B,R,S;
APPCH:030,A,R34-Z,MANPA,JR542,SP,P,C,E   ,L,031,RF, , , , , ,003054,    ,    ,    ,0029,+,13400,     ,     , ,   ,    ,   ,RJRA3,SP,P,C, ,B,R,S;
APPCH:040,A,R34-Z,MANPA,KALUM,SP,P,C,EE B, ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,12300,     ,     ,-,180,    ,   , , , , , ,B,R,S;
APPCH:010,R,R34-Z, ,KALUM,SP,P,C,E  B, ,031,IF, , , , , ,      ,    ,    ,    ,    , ,12300,     ,17000, ,   ,-280,   , , , , , ,B,R,S;
APPCH:020,R,R34-Z, ,JR104,SP,P,C,E  F, ,031,TF, , , , , ,      ,    ,    ,2990,0051, ,10900,     ,     , ,   ,-280,   , , , , , ,B,R,S;
APPCH:030,R,R34-Z, ,JR102,SP,P,C,E   , ,031,TF, , , , , ,      ,    ,    ,2940,0022, ,10270,     ,     , ,   ,-280,   , , , , , ,B,R,S;
APPCH:040,R,R34-Z, ,JR100,SP,P,C,E   ,R,031,RF, , , , , ,001969,    ,    ,    ,0019, ,09700,     ,     , ,   ,-280,   ,RJRA4,SP,P,C, ,B,R,S;
APPCH:050,R,R34-Z, ,RW34,SP,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,3390,0030, ,08808,     ,     , ,   ,-280,   , , , , , ,B,R,S;
APPCH:060,R,R34-Z, ,JR902,SP,P,C,E M , ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,10310,     ,     , ,   ,    ,   , , , , , ,B,R,S;
APPCH:070,R,R34-Z, ,JR904,SP,P,C,E   ,L,031,RF, , , , , ,001898,    ,    ,    ,0016,+,10680,     ,     ,-,175,    ,   ,RJRA5,SP,P,C, ,B,R,S;
APPCH:080,R,R34-Z, ,JR908,SP,P,C,E   , ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,11320,     ,     , ,   ,    ,   , , , , , ,B,R,S;
APPCH:090,R,R34-Z, ,JR910,SP,P,C,E   ,R,031,RF, , , , , ,006933,    ,    ,    ,0017,+,11730,     ,     , ,   ,    ,   ,RJRA6,SP,P,C, ,B,R,S;
APPCH:100,R,R34-Z, ,JR711,SP,P,C,E   , ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,12240,     ,     , ,   ,    ,   , , , , , ,B,R,S;
